lo,hi,sat,excl
0.7,1.0,0.8815706143128562,0.470430733410943
0.7,1.05,0.9379354021532615,0.45634458672875433
0.7,1.1,0.9449018366054465,0.4452852153667055
0.7,1.15,0.9468017732742242,0.4238649592549476
0.7,1.2,0.9481475617479417,0.38731082654249127
0.7,1.25,0.9487017099430018,0.3445867287543656
0.7,1.3,0.9489392020265991,0.30535506402793944
0.7,1.35,0.9490183660544649,0.28032596041909197
0.7,1.4,0.9490183660544649,0.26938300349243305
0.7,1.45,0.9491766941101963,0.26658905704307334
0.7,1.5,0.9491766941101963,0.26507566938300353
0.7,1.55,0.9493350221659278,0.26402793946449354
0.7,1.6,0.949889170360988,0.26274738067520376
0.7,1.65,0.950759974667511,0.26030267753201397
0.7,1.7,0.9523432552248259,0.2591385331781141
0.7,1.75,0.9535307156428119,0.2577415599534342
0.7,1.8,0.9548765041165295,0.2565774155995344
0.7,1.85,0.9569347688410387,0.2552968568102445
