x,y,n
-90.6999,-50.4927,56
-90.6999,-46.945,173
-90.6999,-41.0322,1
-90.6999,-37.4845,116
-90.6999,-33.9368,116
-90.6999,-31.5717,116
-90.6999,-29.2065,116
-90.6999,-28.024,116
-90.6999,-24.4763,174
-90.6999,-19.746,174
-90.6999,-17.3809,174
-90.6999,-13.8332,87
-90.6999,-11.4681,174
-90.6999,-10.2855,116
-90.6999,-6.7378,116
-90.6999,-4.3727,167
-90.6999,-2.0075,89
-90.6999,1.5402,145
-90.6999,5.0879,87
-90.6999,8.6355,174
-90.6999,9.8181,174
-90.6999,12.1832,116
-90.6999,13.3658,116
-90.6999,15.7309,116
-90.6999,16.9135,14
-90.6999,18.0961,104
-90.6999,19.2786,116
-90.6999,24.0089,115
-90.6999,26.374,50
-90.6999,28.7392,174
-90.6999,31.1043,143
-90.6999,32.2868,118
-90.6999,34.652,165
-90.6999,37.0171,58
-90.6999,42.9299,61
-90.6999,45.2951,174
-90.6999,50.0253,174
-90.6999,53.573,117
-90.6999,55.9381,87
-90.6999,59.4858,58
-90.6999,60.6684,116
-90.6999,63.0335,62
-90.6999,64.2161,53
-90.6999,65.3987,58
-90.6999,66.5812,56
-90.6999,71.3115,174
-90.6999,73.6766,52
-90.6999,74.8592,1
-90.6999,87.8674,116
-89.5173,-93.065,116
-89.5173,-89.5173,116
-89.5173,-85.9696,87
-89.5173,-78.8742,115
-89.5173,-77.6917,1
-89.5173,-70.5963,174
-89.5173,-65.866,174
-89.5173,-63.5009,116
-89.5173,-61.1358,56
-89.5173,-57.5881,33
-89.5173,-52.8578,244
-89.5173,-50.4927,118
-89.5173,-46.945,88
-89.5173,-42.2147,174
-89.5173,-39.8496,250
-89.5173,-37.4845,35
-89.5173,-36.3019,105
-89.5173,-35.1193,87
-89.5173,-32.7542,102
-89.5173,-28.024,116
-89.5173,-26.8414,97
-89.5173,-25.6588,138
-89.5173,-23.2937,26
-89.5173,-22.1111,235
-89.5173,-16.1983,174
-89.5173,-15.0157,87
-89.5173,-9.1029,116
-89.5173,-7.9204,58
-89.5173,-5.5552,116
-89.5173,-2.0075,41
-89.5173,-0.825,131
-89.5173,1.5402,116
-89.5173,3.9053,116
-89.5173,5.0879,87
-89.5173,6.2704,87
-89.5173,12.1832,174
-89.5173,15.7309,100
-89.5173,16.9135,161
-89.5173,19.2786,87
-89.5173,20.4612,117
-89.5173,21.6438,144
-89.5173,24.0089,129
-89.5173,25.1915,17
-89.5173,26.374,124
-89.5173,34.652,96
-89.5173,37.0171,116
-89.5173,39.3822,58
-89.5173,40.5648,115
-89.5173,42.9299,113
-89.5173,44.1125,116
-89.5173,47.6602,116
-89.5173,50.0253,22
-89.5173,52.3904,114
-89.5173,58.3033,174
-89.5173,61.851,87
-89.5173,64.2161,59
-89.5173,67.7638,116
-89.5173,71.3115,87
-89.5173,73.6766,5
-89.5173,74.8592,116
-89.5173,79.5894,125
-89.5173,80.772,49
-89.5173,83.1371,116
-89.5173,93.7802,116
-88.3348,-81.2394,174
-88.3348,-78.8742,1
-88.3348,-72.9614,116
-88.3348,-68.2312,174
-88.3348,-61.1358,118
-88.3348,-58.7706,44
-88.3348,-57.5881,184
-88.3348,-55.223,174
-88.3348,-50.4927,116
-88.3348,-48.1276,116
-88.3348,-44.5799,261
-88.3348,-39.8496,11
-88.3348,-37.4845,121
-88.3348,-35.1193,125
-88.3348,-32.7542,159
-88.3348,-30.3891,174
-88.3348,-26.8414,26
-88.3348,-24.4763,116
-88.3348,-19.746,116
-88.3348,-18.5634,233
-88.3348,-17.3809,28
-88.3348,-13.8332,40
-88.3348,-12.6506,220
-88.3348,-10.2855,174
-88.3348,-6.7378,131
-88.3348,-3.1901,174
-88.3348,-0.825,116
-88.3348,2.7227,116
-88.3348,3.9053,116
-88.3348,7.453,174
-88.3348,9.8181,261
-88.3348,13.3658,87
-88.3348,18.0961,129
-88.3348,19.2786,64
-88.3348,22.8263,139
-88.3348,25.1915,82
-88.3348,26.374,5
-88.3348,27.5566,116
-88.3348,29.9217,174
-88.3348,32.2868,174
-88.3348,33.4694,29
-88.3348,34.652,229
-88.3348,37.0171,139
-88.3348,39.3822,116
-88.3348,40.5648,59
-88.3348,42.9299,55
-88.3348,46.4776,116
-88.3348,48.8428,117
-88.3348,50.0253,35
-88.3348,52.3904,147
-88.3348,54.7556,115
-88.3348,55.9381,59
-88.3348,59.4858,116
-88.3348,65.3987,116
-88.3348,66.5812,58
-88.3348,67.7638,58
-88.3348,70.1289,55
-88.3348,77.2243,116
-88.3348,85.5023,58
-88.3348,86.6848,83
-88.3348,90.2325,116
-87.1522,-95.4302,116
-87.1522,-90.6999,116
-87.1522,-88.3348,116
-87.1522,-84.7871,116
-87.1522,-78.8742,57
-87.1522,-75.3266,174
-87.1522,-71.7789,98
-87.1522,-70.5963,27
-87.1522,-65.866,77
-87.1522,-62.3183,87
-87.1522,-54.0404,30
-87.1522,-52.8578,155
-87.1522,-50.4927,58
-87.1522,-46.945,174
-87.1522,-42.2147,185
-87.1522,-41.0322,76
-87.1522,-38.667,261
-87.1522,-35.1193,49
-87.1522,-31.5717,116
-87.1522,-28.024,245
-87.1522,-26.8414,16
-87.1522,-25.6588,116
-87.1522,-23.2937,117
-87.1522,-22.1111,116
-87.1522,-19.746,135
-87.1522,-16.1983,30
-87.1522,-15.0157,231
-87.1522,-13.8332,1
-87.1522,-11.4681,76
-87.1522,-9.1029,174
-87.1522,-6.7378,43
-87.1522,-5.5552,116
-87.1522,-3.1901,116
-87.1522,-2.0075,116
-87.1522,1.5402,174
-87.1522,6.2704,174
-87.1522,8.6355,116
-87.1522,11.0007,4
-87.1522,12.1832,174
-87.1522,14.5484,87
-87.1522,16.9135,174
-87.1522,19.2786,68
-87.1522,21.6438,116
-87.1522,22.8263,10
-87.1522,24.0089,112
-87.1522,26.374,174
-87.1522,28.7392,155
-87.1522,34.652,3
-87.1522,37.0171,35
-87.1522,40.5648,174
-87.1522,42.9299,119
-87.1522,45.2951,174
-87.1522,47.6602,174
-87.1522,50.0253,159
-87.1522,51.2079,102
-87.1522,54.7556,174
-87.1522,58.3033,174
-87.1522,60.6684,2
-87.1522,63.0335,174
-87.1522,70.1289,119
-87.1522,72.4941,261
-87.1522,74.8592,57
-87.1522,76.0417,1
-87.1522,80.772,52
-87.1522,81.9546,58
-87.1522,84.3197,87
-87.1522,86.6848,33
-85.9696,-82.4219,9
-85.9696,-80.0568,116
-85.9696,-77.6917,58
-85.9696,-74.144,57
-85.9696,-70.5963,136
-85.9696,-68.2312,116
-85.9696,-65.866,184
-85.9696,-63.5009,1
-85.9696,-62.3183,173
-85.9696,-59.9532,212
-85.9696,-58.7706,49
-85.9696,-57.5881,31
-85.9696,-56.4055,230
-85.9696,-54.0404,76
-85.9696,-51.6753,60
-85.9696,-49.3101,174
-85.9696,-44.5799,174
-85.9696,-36.3019,246
-85.9696,-32.7542,174
-85.9696,-29.2065,174
-85.9696,-24.4763,44
-85.9696,-23.2937,13
-85.9696,-22.1111,157
-85.9696,-19.746,39
-85.9696,-18.5634,28
-85.9696,-17.3809,233
-85.9696,-13.8332,58
-85.9696,-11.4681,98
-85.9696,-10.2855,171
-85.9696,-7.9204,173
-85.9696,-6.7378,87
-85.9696,-4.3727,116
-85.9696,-2.0075,116
-85.9696,-0.825,174
-85.9696,2.7227,108
-85.9696,3.9053,153
-85.9696,7.453,116
-85.9696,11.0007,170
-85.9696,14.5484,116
-85.9696,15.7309,87
-85.9696,18.0961,116
-85.9696,20.4612,140
-85.9696,21.6438,2
-85.9696,22.8263,138
-85.9696,24.0089,87
-85.9696,28.7392,19
-85.9696,29.9217,116
-85.9696,32.2868,116
-85.9696,34.652,58
-85.9696,35.8345,116
-85.9696,38.1997,174
-85.9696,41.7474,174
-85.9696,52.3904,116
-85.9696,53.573,2
-85.9696,60.6684,172
-85.9696,65.3987,174
-85.9696,67.7638,116
-85.9696,76.0417,116
-85.9696,78.4069,116
-85.9696,80.772,64
-85.9696,89.05,116
-85.9696,93.7802,116
-84.7871,-93.065,87
-84.7871,-88.3348,116
-84.7871,-85.9696,87
-84.7871,-82.4219,78
-84.7871,-77.6917,17
-84.7871,-76.5091,99
-84.7871,-74.144,204
-84.7871,-64.6835,115
-84.7871,-61.1358,116
-84.7871,-54.0404,173
-84.7871,-51.6753,114
-84.7871,-46.945,174
-84.7871,-43.3973,170
-84.7871,-42.2147,4
-84.7871,-41.0322,93
-84.7871,-39.8496,168
-84.7871,-38.667,53
-84.7871,-37.4845,121
-84.7871,-36.3019,15
-84.7871,-33.9368,174
-84.7871,-31.5717,174
-84.7871,-28.024,87
-84.7871,-25.6588,174
-84.7871,-23.2937,116
-84.7871,-22.1111,17
-84.7871,-19.746,174
-84.7871,-16.1983,174
-84.7871,-13.8332,116
-84.7871,-11.4681,174
-84.7871,-10.2855,3
-84.7871,-9.1029,87
-84.7871,-7.9204,1
-84.7871,-5.5552,87
-84.7871,-3.1901,116
-84.7871,0.3576,1
-84.7871,1.5402,174
-84.7871,6.2704,174
-84.7871,8.6355,87
-84.7871,9.8181,116
-84.7871,12.1832,116
-84.7871,13.3658,87
-84.7871,16.9135,174
-84.7871,20.4612,121
-84.7871,21.6438,120
-84.7871,22.8263,1
-84.7871,24.0089,116
-84.7871,26.374,174
-84.7871,28.7392,174
-84.7871,31.1043,182
-84.7871,34.652,116
-84.7871,35.8345,58
-84.7871,39.3822,118
-84.7871,44.1125,174
-84.7871,46.4776,174
-84.7871,48.8428,174
-84.7871,51.2079,116
-84.7871,53.573,56
-84.7871,54.7556,56
-84.7871,55.9381,174
-84.7871,58.3033,174
-84.7871,63.0335,174
-84.7871,68.9464,29
-84.7871,70.1289,207
-84.7871,71.3115,25
-84.7871,78.4069,58
-84.7871,84.3197,56
-84.7871,86.6848,116
-84.7871,91.4151,116
-84.7871,97.3279,116
-83.6045,-98.9779,116
-83.6045,-95.4302,87
-83.6045,-90.6999,87
-83.6045,-83.6045,116
-83.6045,-81.2394,116
-83.6045,-78.8742,116
-83.6045,-76.5091,85
-83.6045,-75.3266,1
-83.6045,-71.7789,87
-83.6045,-69.4137,116
-83.6045,-67.0486,174
-83.6045,-64.6835,1
-83.6045,-63.5009,1
-83.6045,-62.3183,115
-83.6045,-58.7706,174
-83.6045,-56.4055,174
-83.6045,-54.0404,1
-83.6045,-51.6753,149
-83.6045,-49.3101,192
-83.6045,-48.1276,69
-83.6045,-44.5799,174
-83.6045,-35.1193,25
-83.6045,-30.3891,174
-83.6045,-28.024,116
-83.6045,-26.8414,116
-83.6045,-24.4763,58
-83.6045,-23.2937,116
-83.6045,-20.9286,116
-83.6045,-17.3809,181
-83.6045,-13.8332,116
-83.6045,-7.9204,174
-83.6045,-5.5552,174
-83.6045,-2.0075,174
-83.6045,0.3576,115
-83.6045,1.5402,101
-83.6045,2.7227,1
-83.6045,3.9053,260
-83.6045,6.2704,87
-83.6045,7.453,140
-83.6045,8.6355,34
-83.6045,11.0007,3
-83.6045,12.1832,84
-83.6045,14.5484,174
-83.6045,18.0961,174
-83.6045,25.1915,108
-83.6045,27.5566,174
-83.6045,31.1043,79
-83.6045,33.4694,232
-83.6045,35.8345,174
-83.6045,38.1997,174
-83.6045,39.3822,56
-83.6045,41.7474,116
-83.6045,44.1125,87
-83.6045,46.4776,87
-83.6045,50.0253,1
-83.6045,52.3904,116
-83.6045,53.573,51
-83.6045,54.7556,67
-83.6045,57.1207,87
-83.6045,60.6684,174
-83.6045,65.3987,117
-83.6045,67.7638,116
-83.6045,72.4941,80
-83.6045,73.6766,181
-83.6045,77.2243,116
-83.6045,78.4069,53
-83.6045,80.772,113
-83.6045,81.9546,61
-83.6045,84.3197,118
-82.4219,-87.1522,58
-82.4219,-85.9696,116
-82.4219,-82.4219,49
-82.4219,-81.2394,9
-82.4219,-76.5091,30
-82.4219,-72.9614,87
-82.4219,-65.866,87
-82.4219,-61.1358,174
-82.4219,-57.5881,87
-82.4219,-56.4055,86
-82.4219,-55.223,1
-82.4219,-52.8578,47
-82.4219,-51.6753,65
-82.4219,-46.945,174
-82.4219,-43.3973,116
-82.4219,-42.2147,17
-82.4219,-41.0322,157
-82.4219,-39.8496,116
-82.4219,-37.4845,174
-82.4219,-35.1193,149
-82.4219,-32.7542,261
-82.4219,-29.2065,17
-82.4219,-26.8414,58
-82.4219,-24.4763,116
-82.4219,-19.746,174
-82.4219,-17.3809,80
-82.4219,-15.0157,116
-82.4219,-12.6506,174
-82.4219,-10.2855,116
-82.4219,-9.1029,58
-82.4219,-6.7378,87
-82.4219,-3.1901,174
-82.4219,-0.825,108
-82.4219,0.3576,57
-82.4219,1.5402,15
-82.4219,2.7227,87
-82.4219,5.0879,174
-82.4219,7.453,80
-82.4219,9.8181,149
-82.4219,11.0007,112
-82.4219,12.1832,1
-82.4219,13.3658,115
-82.4219,15.7309,116
-82.4219,16.9135,58
-82.4219,20.4612,174
-82.4219,22.8263,174
-82.4219,24.0089,41
-82.4219,25.1915,8
-82.4219,26.374,116
-82.4219,29.9217,174
-82.4219,33.4694,29
-82.4219,37.0171,1
-82.4219,39.3822,156
-82.4219,42.9299,116
-82.4219,45.2951,116
-82.4219,47.6602,144
-82.4219,50.0253,115
-82.4219,51.2079,116
-82.4219,54.7556,58
-82.4219,55.9381,116
-82.4219,59.4858,174
-82.4219,63.0335,116
-82.4219,64.2161,53
-82.4219,65.3987,4
-82.4219,68.9464,116
-82.4219,73.6766,144
-82.4219,74.8592,112
-82.4219,78.4069,5
-82.4219,79.5894,116
-82.4219,89.05,116
-82.4219,92.5977,54
-82.4219,93.7802,120
-81.2394,-93.065,87
-81.2394,-89.5173,116
-81.2394,-84.7871,58
-81.2394,-82.4219,20
-81.2394,-80.0568,6
-81.2394,-78.8742,58
-81.2394,-76.5091,87
-81.2394,-74.144,87
-81.2394,-70.5963,174
-81.2394,-68.2312,116
-81.2394,-64.6835,174
-81.2394,-58.7706,116
-81.2394,-54.0404,174
-81.2394,-51.6753,116
-81.2394,-50.4927,174
-81.2394,-48.1276,116
-81.2394,-44.5799,116
-81.2394,-41.0322,116
-81.2394,-38.667,62
-81.2394,-33.9368,174
-81.2394,-31.5717,107
-81.2394,-30.3891,9
-81.2394,-29.2065,157
-81.2394,-26.8414,58
-81.2394,-25.6588,116
-81.2394,-24.4763,95
-81.2394,-23.2937,79
-81.2394,-22.1111,133
-81.2394,-20.9286,41
-81.2394,-18.5634,116
-81.2394,-16.1983,174
-81.2394,-13.8332,174
-81.2394,-11.4681,174
-81.2394,-9.1029,147
-81.2394,-7.9204,114
-81.2394,-5.5552,110
-81.2394,-4.3727,64
-81.2394,-2.0075,116
-81.2394,-0.825,96
-81.2394,1.5402,143
-81.2394,3.9053,116
-81.2394,7.453,94
-81.2394,8.6355,87
-81.2394,12.1832,174
-81.2394,13.3658,47
-81.2394,14.5484,127
-81.2394,18.0961,174
-81.2394,19.2786,87
-81.2394,20.4612,116
-81.2394,21.6438,116
-81.2394,24.0089,46
-81.2394,25.1915,87
-81.2394,27.5566,174
-81.2394,29.9217,58
-81.2394,31.1043,174
-81.2394,33.4694,116
-81.2394,34.652,58
-81.2394,37.0171,173
-81.2394,39.3822,105
-81.2394,41.7474,174
-81.2394,44.1125,174
-81.2394,47.6602,117
-81.2394,50.0253,174
-81.2394,53.573,159
-81.2394,57.1207,174
-81.2394,61.851,116
-81.2394,64.2161,116
-81.2394,66.5812,174
-81.2394,71.3115,174
-81.2394,73.6766,5
-81.2394,77.2243,87
-81.2394,83.1371,88
-81.2394,85.5023,118
-81.2394,86.6848,56
-81.2394,91.4151,58
-81.2394,97.3279,116
-81.2394,98.5105,58
-80.0568,-101.343,116
-80.0568,-95.4302,116
-80.0568,-87.1522,58
-80.0568,-82.4219,96
-80.0568,-80.0568,110
-80.0568,-75.3266,124
-80.0568,-72.9614,87
-80.0568,-69.4137,116
-80.0568,-67.0486,1
-80.0568,-65.866,87
-80.0568,-62.3183,174
-80.0568,-58.7706,1
-80.0568,-56.4055,174
-80.0568,-55.223,116
-80.0568,-49.3101,45
-80.0568,-46.945,185
-80.0568,-43.3973,98
-80.0568,-42.2147,163
-80.0568,-38.667,172
-80.0568,-37.4845,27
-80.0568,-36.3019,174
-80.0568,-32.7542,1
-80.0568,-31.5717,86
-80.0568,-30.3891,116
-80.0568,-28.024,174
-80.0568,-24.4763,109
-80.0568,-23.2937,14
-80.0568,-22.1111,160
-80.0568,-19.746,174
-80.0568,-17.3809,174
-80.0568,-15.0157,116
-80.0568,-12.6506,145
-80.0568,-10.2855,58
-80.0568,-6.7378,174
-80.0568,-3.1901,116
-80.0568,-2.0075,116
-80.0568,1.5402,118
-80.0568,3.9053,116
-80.0568,5.0879,174
-80.0568,6.2704,87
-80.0568,9.8181,116
-80.0568,13.3658,174
-80.0568,15.7309,140
-80.0568,16.9135,34
-80.0568,19.2786,9
-80.0568,22.8263,84
-80.0568,24.0089,150
-80.0568,26.374,174
-80.0568,29.9217,116
-80.0568,32.2868,116
-80.0568,35.8345,174
-80.0568,38.1997,89
-80.0568,40.5648,174
-80.0568,41.7474,174
-80.0568,46.4776,174
-80.0568,52.3904,88
-80.0568,53.573,14
-80.0568,55.9381,174
-80.0568,59.4858,174
-80.0568,64.2161,58
-80.0568,66.5812,87
-80.0568,68.9464,116
-80.0568,72.4941,58
-80.0568,76.0417,152
-80.0568,78.4069,112
-80.0568,79.5894,8
-80.0568,80.772,54
-80.0568,81.9546,89
-80.0568,83.1371,84
-80.0568,87.8674,116
-80.0568,91.4151,116
-80.0568,102.0582,116
-78.8742,-97.7953,116
-78.8742,-91.8825,87
-78.8742,-85.9696,116
-78.8742,-83.6045,116
-78.8742,-81.2394,76
-78.8742,-80.0568,58
-78.8742,-77.6917,174
-78.8742,-75.3266,50
-78.8742,-71.7789,174
-78.8742,-67.0486,173
-78.8742,-64.6835,87
-78.8742,-59.9532,116
-78.8742,-58.7706,86
-78.8742,-52.8578,116
-78.8742,-50.4927,116
-78.8742,-49.3101,126
-78.8742,-48.1276,3
-78.8742,-46.945,76
-78.8742,-44.5799,174
-78.8742,-41.0322,107
-78.8742,-39.8496,154
-78.8742,-38.667,101
-78.8742,-36.3019,116
-78.8742,-35.1193,116
-78.8742,-32.7542,87
-78.8742,-31.5717,174
-78.8742,-29.2065,174
-78.8742,-25.6588,174
-78.8742,-24.4763,7
-78.8742,-20.9286,58
-78.8742,-19.746,174
-78.8742,-16.1983,174
-78.8742,-13.8332,27
-78.8742,-12.6506,89
-78.8742,-11.4681,58
-78.8742,-10.2855,60
-78.8742,-9.1029,56
-78.8742,-7.9204,116
-78.8742,-6.7378,18
-78.8742,-5.5552,52
-78.8742,-4.3727,122
-78.8742,-3.1901,87
-78.8742,-2.0075,47
-78.8742,0.3576,174
-78.8742,1.5402,64
-78.8742,2.7227,57
-78.8742,6.2704,56
-78.8742,7.453,87
-78.8742,8.6355,116
-78.8742,11.0007,91
-78.8742,12.1832,170
-78.8742,15.7309,174
-78.8742,18.0961,152
-78.8742,19.2786,100
-78.8742,21.6438,174
-78.8742,24.0089,27
-78.8742,26.374,114
-78.8742,27.5566,58
-78.8742,28.7392,116
-78.8742,29.9217,104
-78.8742,31.1043,58
-78.8742,33.4694,174
-78.8742,37.0171,121
-78.8742,38.1997,51
-78.8742,44.1125,174
-78.8742,47.6602,144
-78.8742,48.8428,117
-78.8742,51.2079,174
-78.8742,52.3904,87
-78.8742,54.7556,87
-78.8742,58.3033,116
-78.8742,61.851,174
-78.8742,64.2161,29
-78.8742,65.3987,147
-78.8742,70.1289,174
-78.8742,72.4941,5
-78.8742,73.6766,111
-78.8742,76.0417,109
-78.8742,85.5023,174
-78.8742,87.8674,58
-78.8742,94.9628,116
-78.8742,96.1453,58
-77.6917,-103.7081,116
-77.6917,-94.2476,116
-77.6917,-88.3348,116
-77.6917,-81.2394,40
-77.6917,-76.5091,27
-77.6917,-75.3266,25
-77.6917,-74.144,87
-77.6917,-69.4137,174
-77.6917,-64.6835,156
-77.6917,-63.5009,18
-77.6917,-61.1358,174
-77.6917,-58.7706,87
-77.6917,-57.5881,27
-77.6917,-56.4055,234
-77.6917,-54.0404,174
-77.6917,-51.6753,174
-77.6917,-49.3101,174
-77.6917,-48.1276,116
-77.6917,-42.2147,116
-77.6917,-38.667,15
-77.6917,-33.9368,116
-77.6917,-28.024,179
-77.6917,-23.2937,174
-77.6917,-20.9286,116
-77.6917,-17.3809,116
-77.6917,-13.8332,116
-77.6917,-12.6506,87
-77.6917,-11.4681,116
-77.6917,-9.1029,164
-77.6917,-7.9204,96
-77.6917,-6.7378,156
-77.6917,-4.3727,178
-77.6917,-2.0075,127
-77.6917,0.3576,30
-77.6917,1.5402,140
-77.6917,3.9053,174
-77.6917,6.2704,118
-77.6917,8.6355,116
-77.6917,9.8181,116
-77.6917,13.3658,87
-77.6917,16.9135,39
-77.6917,18.0961,87
-77.6917,19.2786,87
-77.6917,20.4612,174
-77.6917,22.8263,116
-77.6917,24.0089,174
-77.6917,26.374,60
-77.6917,27.5566,58
-77.6917,28.7392,116
-77.6917,29.9217,12
-77.6917,32.2868,116
-77.6917,33.4694,51
-77.6917,35.8345,116
-77.6917,39.3822,174
-77.6917,41.7474,174
-77.6917,45.2951,82
-77.6917,46.4776,92
-77.6917,50.0253,5
-77.6917,55.9381,116
-77.6917,58.3033,116
-77.6917,59.4858,53
-77.6917,60.6684,121
-77.6917,65.3987,85
-77.6917,67.7638,174
-77.6917,74.8592,87
-77.6917,78.4069,174
-77.6917,80.772,174
-77.6917,83.1371,87
-77.6917,90.2325,116
-77.6917,98.5105,58
-77.6917,99.693,60
-76.5091,-100.1604,116
-76.5091,-96.6127,116
-76.5091,-90.6999,116
-76.5091,-85.9696,116
-76.5091,-83.6045,116
-76.5091,-78.8742,174
-76.5091,-76.5091,89
-76.5091,-75.3266,33
-76.5091,-74.144,56
-76.5091,-72.9614,118
-76.5091,-71.7789,87
-76.5091,-68.2312,62
-76.5091,-67.0486,174
-76.5091,-62.3183,87
-76.5091,-59.9532,87
-76.5091,-58.7706,114
-76.5091,-57.5881,60
-76.5091,-55.223,87
-76.5091,-45.7624,174
-76.5091,-43.3973,205
-76.5091,-41.0322,238
-76.5091,-38.667,116
-76.5091,-37.4845,116
-76.5091,-35.1193,174
-76.5091,-31.5717,261
-76.5091,-30.3891,42
-76.5091,-29.2065,132
-76.5091,-28.024,82
-76.5091,-25.6588,174
-76.5091,-22.1111,116
-76.5091,-19.746,261
-76.5091,-16.1983,116
-76.5091,-13.8332,174
-76.5091,-11.4681,145
-76.5091,-7.9204,1
-76.5091,-6.7378,118
-76.5091,-5.5552,33
-76.5091,-4.3727,50
-76.5091,-3.1901,116
-76.5091,-0.825,213
-76.5091,0.3576,18
-76.5091,1.5402,116
-76.5091,2.7227,81
-76.5091,3.9053,100
-76.5091,5.0879,174
-76.5091,7.453,174
-76.5091,9.8181,116
-76.5091,11.0007,119
-76.5091,12.1832,55
-76.5091,13.3658,87
-76.5091,14.5484,111
-76.5091,16.9135,135
-76.5091,22.8263,174
-76.5091,26.374,174
-76.5091,29.9217,87
-76.5091,32.2868,37
-76.5091,33.4694,123
-76.5091,35.8345,174
-76.5091,37.0171,147
-76.5091,38.1997,27
-76.5091,41.7474,50
-76.5091,44.1125,174
-76.5091,47.6602,174
-76.5091,50.0253,169
-76.5091,52.3904,174
-76.5091,53.573,58
-76.5091,54.7556,116
-76.5091,59.4858,57
-76.5091,63.0335,217
-76.5091,64.2161,44
-76.5091,65.3987,13
-76.5091,66.5812,103
-76.5091,70.1289,87
-76.5091,72.4941,261
-76.5091,76.0417,58
-76.5091,84.3197,110
-76.5091,86.6848,58
-76.5091,87.8674,56
-76.5091,92.5977,124
-76.5091,93.7802,50
-76.5091,99.693,56
-75.3266,-93.065,116
-75.3266,-89.5173,1
-75.3266,-88.3348,87
-75.3266,-81.2394,174
-75.3266,-77.6917,174
-75.3266,-75.3266,28
-75.3266,-70.5963,174
-75.3266,-69.4137,58
-75.3266,-68.2312,54
-75.3266,-64.6835,174
-75.3266,-61.1358,116
-75.3266,-56.4055,116
-75.3266,-52.8578,116
-75.3266,-50.4927,174
-75.3266,-48.1276,174
-75.3266,-45.7624,174
-75.3266,-43.3973,56
-75.3266,-41.0322,23
-75.3266,-38.667,116
-75.3266,-36.3019,116
-75.3266,-33.9368,116
-75.3266,-30.3891,116
-75.3266,-28.024,174
-75.3266,-26.8414,128
-75.3266,-25.6588,46
-75.3266,-24.4763,139
-75.3266,-23.2937,122
-75.3266,-20.9286,113
-75.3266,-17.3809,174
-75.3266,-15.0157,116
-75.3266,-11.4681,116
-75.3266,-9.1029,58
-75.3266,-7.9204,120
-75.3266,-6.7378,56
-75.3266,-4.3727,174
-75.3266,-2.0075,174
-75.3266,0.3576,55
-75.3266,2.7227,80
-75.3266,5.0879,94
-75.3266,6.2704,87
-75.3266,8.6355,58
-75.3266,11.0007,174
-75.3266,13.3658,174
-75.3266,14.5484,31
-75.3266,15.7309,119
-75.3266,16.9135,69
-75.3266,18.0961,184
-75.3266,19.2786,96
-75.3266,20.4612,172
-75.3266,21.6438,2
-75.3266,24.0089,140
-75.3266,25.1915,121
-75.3266,28.7392,232
-75.3266,29.9217,29
-75.3266,31.1043,152
-75.3266,32.2868,72
-75.3266,33.4694,94
-75.3266,34.652,30
-75.3266,37.0171,49
-75.3266,38.1997,67
-75.3266,39.3822,174
-75.3266,41.7474,124
-75.3266,42.9299,9
-75.3266,45.2951,174
-75.3266,48.8428,116
-75.3266,50.0253,116
-75.3266,53.573,125
-75.3266,54.7556,49
-75.3266,55.9381,80
-75.3266,57.1207,181
-75.3266,58.3033,115
-75.3266,59.4858,2
-75.3266,60.6684,116
-75.3266,67.7638,174
-75.3266,73.6766,68
-75.3266,76.0417,116
-75.3266,78.4069,30
-75.3266,79.5894,83
-75.3266,81.9546,141
-75.3266,84.3197,6
-75.3266,86.6848,147
-75.3266,93.7802,58
-75.3266,97.3279,116
-75.3266,102.0582,116
-74.144,-104.8907,116
-74.144,-101.343,116
-74.144,-98.9779,87
-74.144,-94.2476,87
-74.144,-89.5173,86
-74.144,-87.1522,87
-74.144,-84.7871,87
-74.144,-82.4219,116
-74.144,-80.0568,48
-74.144,-75.3266,146
-74.144,-72.9614,114
-74.144,-67.0486,174
-74.144,-63.5009,174
-74.144,-59.9532,116
-74.144,-57.5881,116
-74.144,-54.0404,174
-74.144,-52.8578,2
-74.144,-51.6753,116
-74.144,-49.3101,116
-74.144,-48.1276,1
-74.144,-46.945,115
-74.144,-43.3973,174
-74.144,-42.2147,174
-74.144,-39.8496,116
-74.144,-37.4845,107
-74.144,-35.1193,174
-74.144,-32.7542,261
-74.144,-29.2065,87
-74.144,-25.6588,116
-74.144,-22.1111,116
-74.144,-20.9286,148
-74.144,-18.5634,174
-74.144,-17.3809,116
-74.144,-13.8332,116
-74.144,-12.6506,116
-74.144,-11.4681,174
-74.144,-10.2855,116
-74.144,-7.9204,54
-74.144,-6.7378,124
-74.144,-5.5552,50
-74.144,-3.1901,174
-74.144,0.3576,119
-74.144,1.5402,87
-74.144,2.7227,92
-74.144,5.0879,80
-74.144,7.453,174
-74.144,9.8181,116
-74.144,12.1832,15
-74.144,14.5484,120
-74.144,15.7309,54
-74.144,16.9135,108
-74.144,18.0961,65
-74.144,19.2786,3
-74.144,20.4612,112
-74.144,21.6438,57
-74.144,22.8263,204
-74.144,25.1915,58
-74.144,26.374,116
-74.144,33.4694,137
-74.144,35.8345,35
-74.144,37.0171,145
-74.144,40.5648,61
-74.144,41.7474,55
-74.144,42.9299,165
-74.144,45.2951,116
-74.144,47.6602,174
-74.144,52.3904,116
-74.144,60.6684,116
-74.144,61.851,52
-74.144,63.0335,122
-74.144,64.2161,108
