x,y,n
-67.0486,80.772,2
-67.0486,84.3197,87
-67.0486,86.6848,177
-67.0486,87.8674,84
-67.0486,96.1453,174
-67.0486,98.5105,174
-67.0486,102.0582,150
-65.866,-107.2558,114
-65.866,-100.1604,174
-65.866,-96.6127,36
-65.866,-95.4302,103
-65.866,-94.2476,71
-65.866,-91.8825,174
-65.866,-87.1522,92
-65.866,-81.2394,69
-65.866,-76.5091,154
-65.866,-72.9614,87
-65.866,-71.7789,71
-65.866,-70.5963,103
-65.866,-68.2312,174
-65.866,-61.1358,111
-65.866,-59.9532,5
-65.866,-57.5881,261
-65.866,-55.223,112
-65.866,-52.8578,28
-65.866,-51.6753,116
-65.866,-49.3101,174
-65.866,-48.1276,57
-65.866,-46.945,116
-65.866,-45.7624,115
-65.866,-43.3973,252
-65.866,-42.2147,9
-65.866,-39.8496,174
-65.866,-37.4845,174
-65.866,-35.1193,174
-65.866,-32.7542,88
-65.866,-29.2065,116
-65.866,-25.6588,174
-65.866,-24.4763,87
-65.866,-23.2937,116
-65.866,-20.9286,174
-65.866,-18.5634,1
-65.866,-17.3809,49
-65.866,-16.1983,202
-65.866,-13.8332,24
-65.866,-12.6506,116
-65.866,-9.1029,115
-65.866,-7.9204,115
-65.866,-5.5552,174
-65.866,-4.3727,15
-65.866,0.3576,174
-65.866,2.7227,232
-65.866,5.0879,7
-65.866,7.453,13
-65.866,8.6355,116
-65.866,9.8181,116
-65.866,11.0007,52
-65.866,12.1832,6
-65.866,13.3658,48
-65.866,14.5484,117
-65.866,16.9135,51
-65.866,18.0961,116
-65.866,19.2786,145
-65.866,21.6438,116
-65.866,22.8263,174
-65.866,28.7392,63
-65.866,29.9217,198
-65.866,33.4694,234
-65.866,35.8345,116
-65.866,38.1997,28
-65.866,41.7474,200
-65.866,42.9299,3
-65.866,44.1125,58
-65.866,45.2951,58
-65.866,46.4776,86
-65.866,47.6602,120
-65.866,48.8428,62
-65.866,50.0253,116
-65.866,52.3904,116
-65.866,53.573,1
-65.866,54.7556,87
-65.866,57.1207,116
-65.866,60.6684,58
-65.866,61.851,24
-65.866,64.2161,116
-65.866,65.3987,49
-65.866,66.5812,125
-65.866,70.1289,116
-65.866,71.3115,174
-65.866,73.6766,93
-65.866,74.8592,27
-65.866,76.0417,87
-65.866,81.9546,174
-65.866,89.05,36
-65.866,90.2325,47
-65.866,92.5977,174
-65.866,111.5187,116
-64.6835,-110.8035,116
-64.6835,-103.7081,174
-64.6835,-89.5173,116
-64.6835,-87.1522,82
-64.6835,-84.7871,174
-64.6835,-82.4219,174
-64.6835,-80.0568,87
-64.6835,-78.8742,174
-64.6835,-76.5091,20
-64.6835,-74.144,174
-64.6835,-70.5963,45
-64.6835,-69.4137,1
-64.6835,-65.866,174
-64.6835,-64.6835,67
-64.6835,-63.5009,107
-64.6835,-62.3183,116
-64.6835,-58.7706,116
-64.6835,-56.4055,12
-64.6835,-55.223,120
-64.6835,-52.8578,174
-64.6835,-50.4927,116
-64.6835,-48.1276,136
-64.6835,-45.7624,116
-64.6835,-41.0322,174
-64.6835,-36.3019,174
-64.6835,-32.7542,116
-64.6835,-31.5717,174
-64.6835,-30.3891,87
-64.6835,-29.2065,50
-64.6835,-28.024,124
-64.6835,-26.8414,66
-64.6835,-24.4763,58
-64.6835,-23.2937,87
-64.6835,-22.1111,115
-64.6835,-19.746,174
-64.6835,-18.5634,174
-64.6835,-15.0157,100
-64.6835,-13.8332,295
-64.6835,-12.6506,19
-64.6835,-11.4681,174
-64.6835,-9.1029,146
-64.6835,-6.7378,99
-64.6835,-4.3727,174
-64.6835,-3.1901,116
-64.6835,-2.0075,58
-64.6835,-0.825,174
-64.6835,1.5402,174
-64.6835,3.9053,116
-64.6835,6.2704,236
-64.6835,7.453,12
-64.6835,8.6355,211
-64.6835,11.0007,122
-64.6835,13.3658,126
-64.6835,14.5484,75
-64.6835,15.7309,69
-64.6835,16.9135,94
-64.6835,20.4612,146
-64.6835,22.8263,174
-64.6835,25.1915,174
-64.6835,26.374,174
-64.6835,28.7392,174
-64.6835,31.1043,174
-64.6835,33.4694,27
-64.6835,35.8345,58
-64.6835,37.0171,122
-64.6835,38.1997,52
-64.6835,39.3822,145
-64.6835,40.5648,116
-64.6835,44.1125,176
-64.6835,46.4776,116
-64.6835,47.6602,22
-64.6835,48.8428,116
-64.6835,51.2079,116
-64.6835,53.573,115
-64.6835,54.7556,58
-64.6835,55.9381,174
-64.6835,58.3033,174
-64.6835,60.6684,130
-64.6835,61.851,107
-64.6835,64.2161,89
-64.6835,67.7638,174
-64.6835,73.6766,141
-64.6835,78.4069,174
-64.6835,80.772,116
-64.6835,84.3197,133
-64.6835,85.5023,41
-64.6835,86.6848,116
-64.6835,89.05,178
-64.6835,93.7802,57
-64.6835,94.9628,116
-64.6835,97.3279,58
-64.6835,98.5105,116
-64.6835,100.8756,47
-64.6835,104.4233,174
-64.6835,107.971,116
-63.5009,-107.2558,116
-63.5009,-101.343,58
-63.5009,-97.7953,116
-63.5009,-95.4302,116
-63.5009,-93.065,116
-63.5009,-90.6999,118
-63.5009,-88.3348,58
-63.5009,-85.9696,116
-63.5009,-76.5091,5
-63.5009,-72.9614,58
-63.5009,-71.7789,116
-63.5009,-70.5963,128
-63.5009,-68.2312,174
-63.5009,-64.6835,116
-63.5009,-62.3183,174
-63.5009,-61.1358,118
-63.5009,-59.9532,56
-63.5009,-58.7706,41
-63.5009,-57.5881,133
-63.5009,-56.4055,75
-63.5009,-49.3101,116
-63.5009,-48.1276,125
-63.5009,-44.5799,174
-63.5009,-42.2147,174
-63.5009,-38.667,174
-63.5009,-37.4845,87
-63.5009,-35.1193,116
-63.5009,-31.5717,116
-63.5009,-30.3891,90
-63.5009,-29.2065,161
-63.5009,-26.8414,195
-63.5009,-24.4763,116
-63.5009,-22.1111,59
-63.5009,-20.9286,1
-63.5009,-17.3809,31
-63.5009,-16.1983,230
-63.5009,-13.8332,84
-63.5009,-12.6506,82
-63.5009,-11.4681,41
-63.5009,-10.2855,58
-63.5009,-9.1029,116
-63.5009,-7.9204,87
-63.5009,-6.7378,162
-63.5009,-3.1901,174
-63.5009,-2.0075,166
-63.5009,-0.825,8
-63.5009,0.3576,116
-63.5009,2.7227,145
-63.5009,3.9053,116
-63.5009,5.0879,116
-63.5009,7.453,84
-63.5009,8.6355,50
-63.5009,9.8181,87
-63.5009,12.1832,174
-63.5009,13.3658,116
-63.5009,14.5484,58
-63.5009,15.7309,151
-63.5009,18.0961,236
-63.5009,19.2786,25
-63.5009,20.4612,115
-63.5009,21.6438,3
-63.5009,24.0089,114
-63.5009,26.374,163
-63.5009,29.9217,174
-63.5009,33.4694,116
-63.5009,34.652,174
-63.5009,35.8345,58
-63.5009,37.0171,58
-63.5009,38.1997,165
-63.5009,41.7474,231
-63.5009,44.1125,85
-63.5009,47.6602,113
-63.5009,50.0253,28
-63.5009,52.3904,231
-63.5009,54.7556,166
-63.5009,58.3033,116
-63.5009,59.4858,118
-63.5009,60.6684,56
-63.5009,64.2161,85
-63.5009,65.3987,116
-63.5009,66.5812,58
-63.5009,70.1289,116
-63.5009,71.3115,119
-63.5009,72.4941,55
-63.5009,76.0417,174
-63.5009,80.772,58
-63.5009,83.1371,174
-63.5009,85.5023,87
-63.5009,91.4151,116
-63.5009,93.7802,1
-63.5009,100.8756,69
-63.5009,102.0582,58
-62.3183,-103.7081,116
-62.3183,-101.343,42
-62.3183,-100.1604,74
-62.3183,-97.7953,58
-62.3183,-90.6999,56
-62.3183,-88.3348,116
-62.3183,-84.7871,87
-62.3183,-83.6045,158
-62.3183,-82.4219,16
-62.3183,-81.2394,116
-62.3183,-78.8742,84
-62.3183,-76.5091,226
-62.3183,-75.3266,30
-62.3183,-74.144,174
-62.3183,-69.4137,174
-62.3183,-67.0486,153
-62.3183,-58.7706,127
-62.3183,-55.223,116
-62.3183,-54.0404,174
-62.3183,-51.6753,174
-62.3183,-49.3101,58
-62.3183,-48.1276,58
-62.3183,-46.945,54
-62.3183,-45.7624,120
-62.3183,-44.5799,103
-62.3183,-43.3973,71
-62.3183,-41.0322,36
-62.3183,-39.8496,138
-62.3183,-38.667,173
-62.3183,-37.4845,1
-62.3183,-36.3019,211
-62.3183,-35.1193,8
-62.3183,-33.9368,170
-62.3183,-32.7542,91
-62.3183,-31.5717,82
-62.3183,-29.2065,10
-62.3183,-28.024,116
-62.3183,-25.6588,174
-62.3183,-23.2937,116
-62.3183,-22.1111,174
-62.3183,-20.9286,117
-62.3183,-19.746,56
-62.3183,-18.5634,174
-62.3183,-15.0157,174
-62.3183,-13.8332,116
-62.3183,-11.4681,138
-62.3183,-9.1029,56
-62.3183,-6.7378,118
-62.3183,-5.5552,174
-62.3183,-2.0075,116
-62.3183,-0.825,174
-62.3183,1.5402,174
-62.3183,5.0879,174
-62.3183,7.453,177
-62.3183,8.6355,144
-62.3183,9.8181,117
-62.3183,11.0007,116
-62.3183,13.3658,174
-62.3183,15.7309,110
-62.3183,16.9135,28
-62.3183,18.0961,81
-62.3183,19.2786,2
-62.3183,20.4612,259
-62.3183,21.6438,84
-62.3183,24.0089,60
-62.3183,26.374,98
-62.3183,27.5566,88
-62.3183,28.7392,173
-62.3183,32.2868,87
-62.3183,33.4694,153
-62.3183,34.652,51
-62.3183,35.8345,58
-62.3183,38.1997,9
-62.3183,39.3822,87
-62.3183,41.7474,30
-62.3183,42.9299,174
-62.3183,45.2951,174
-62.3183,47.6602,148
-62.3183,50.0253,233
-62.3183,52.3904,30
-62.3183,54.7556,8
-62.3183,57.1207,87
-62.3183,61.851,174
-62.3183,64.2161,174
-62.3183,66.5812,116
-62.3183,67.7638,174
-62.3183,70.1289,174
-62.3183,72.4941,173
-62.3183,73.6766,116
-62.3183,78.4069,116
-62.3183,79.5894,2
-62.3183,86.6848,87
-62.3183,89.05,174
-62.3183,93.7802,116
-62.3183,96.1453,147
-62.3183,97.3279,27
-62.3183,99.693,58
-62.3183,111.5187,116
-61.1358,-113.1686,116
-61.1358,-109.6209,116
-61.1358,-96.6127,116
-61.1358,-93.065,174
-61.1358,-90.6999,87
-61.1358,-85.9696,174
-61.1358,-81.2394,29
-61.1358,-78.8742,90
-61.1358,-76.5091,87
-61.1358,-71.7789,174
-61.1358,-67.0486,108
-61.1358,-64.6835,87
-61.1358,-63.5009,174
-61.1358,-61.1358,174
-61.1358,-58.7706,47
-61.1358,-57.5881,174
-61.1358,-56.4055,87
-61.1358,-55.223,174
-61.1358,-52.8578,116
-61.1358,-51.6753,116
-61.1358,-50.4927,87
-61.1358,-48.1276,116
-61.1358,-46.945,87
-61.1358,-45.7624,116
-61.1358,-42.2147,174
-61.1358,-39.8496,87
-61.1358,-35.1193,42
-61.1358,-31.5717,150
-61.1358,-30.3891,29
-61.1358,-29.2065,172
-61.1358,-26.8414,174
-61.1358,-23.2937,174
-61.1358,-22.1111,113
-61.1358,-20.9286,87
-61.1358,-18.5634,174
-61.1358,-17.3809,233
-61.1358,-16.1983,28
-61.1358,-13.8332,174
-61.1358,-12.6506,174
-61.1358,-10.2855,174
-61.1358,-9.1029,89
-61.1358,-7.9204,116
-61.1358,-6.7378,56
-61.1358,-5.5552,103
-61.1358,-4.3727,118
-61.1358,-3.1901,56
-61.1358,2.7227,116
-61.1358,8.6355,116
-61.1358,11.0007,31
-61.1358,14.5484,174
-61.1358,15.7309,23
-61.1358,16.9135,93
-61.1358,18.0961,152
-61.1358,22.8263,174
-61.1358,24.0089,37
-61.1358,25.1915,224
-61.1358,26.374,174
-61.1358,29.9217,174
-61.1358,32.2868,87
-61.1358,34.652,57
-61.1358,35.8345,116
-61.1358,37.0171,174
-61.1358,39.3822,87
-61.1358,40.5648,116
-61.1358,41.7474,58
-61.1358,45.2951,116
-61.1358,46.4776,116
-61.1358,47.6602,58
-61.1358,48.8428,116
-61.1358,50.0253,8
-61.1358,52.3904,87
-61.1358,53.573,174
-61.1358,55.9381,174
-61.1358,58.3033,174
-61.1358,60.6684,116
-61.1358,61.851,63
-61.1358,63.0335,111
-61.1358,67.7638,116
-61.1358,72.4941,1
-61.1358,76.0417,174
-61.1358,79.5894,104
-61.1358,80.772,155
-61.1358,84.3197,174
-61.1358,91.4151,66
-61.1358,98.5105,66
-61.1358,99.693,50
-61.1358,100.8756,83
-61.1358,102.0582,4
-61.1358,104.4233,174
-61.1358,107.971,174
-61.1358,115.0664,116
-59.9532,-106.0732,116
-59.9532,-103.7081,58
-59.9532,-102.5255,116
-59.9532,-98.9779,174
-59.9532,-96.6127,58
-59.9532,-89.5173,174
-59.9532,-84.7871,23
-59.9532,-83.6045,120
-59.9532,-81.2394,229
-59.9532,-78.8742,74
-59.9532,-75.3266,112
-59.9532,-74.144,149
-59.9532,-72.9614,87
-59.9532,-70.5963,174
-59.9532,-68.2312,174
-59.9532,-65.866,36
-59.9532,-62.3183,60
-59.9532,-59.9532,174
-59.9532,-49.3101,116
-59.9532,-48.1276,116
-59.9532,-45.7624,58
-59.9532,-44.5799,58
-59.9532,-43.3973,87
-59.9532,-42.2147,116
-59.9532,-41.0322,87
-59.9532,-38.667,174
-59.9532,-37.4845,174
-59.9532,-36.3019,28
-59.9532,-33.9368,174
-59.9532,-32.7542,174
-59.9532,-29.2065,89
-59.9532,-26.8414,116
-59.9532,-25.6588,174
-59.9532,-22.1111,3
-59.9532,-20.9286,174
-59.9532,-16.1983,109
-59.9532,-11.4681,36
-59.9532,-10.2855,116
-59.9532,-6.7378,116
-59.9532,-5.5552,71
-59.9532,-4.3727,58
-59.9532,-2.0075,261
-59.9532,0.3576,174
-59.9532,2.7227,174
-59.9532,3.9053,261
-59.9532,6.2704,250
-59.9532,7.453,11
-59.9532,9.8181,116
-59.9532,11.0007,56
-59.9532,12.1832,174
-59.9532,14.5484,87
-59.9532,15.7309,1
-59.9532,16.9135,145
-59.9532,19.2786,132
-59.9532,20.4612,42
-59.9532,21.6438,116
-59.9532,22.8263,138
-59.9532,24.0089,16
-59.9532,28.7392,261
-59.9532,31.1043,174
-59.9532,33.4694,174
-59.9532,34.652,174
-59.9532,37.0171,137
-59.9532,39.3822,174
-59.9532,40.5648,115
-59.9532,41.7474,87
-59.9532,42.9299,174
-59.9532,46.4776,116
-59.9532,48.8428,58
-59.9532,50.0253,108
-59.9532,51.2079,116
-59.9532,53.573,116
-59.9532,54.7556,174
-59.9532,57.1207,174
-59.9532,59.4858,174
-59.9532,64.2161,174
-59.9532,66.5812,116
-59.9532,70.1289,66
-59.9532,71.3115,116
-59.9532,73.6766,174
-59.9532,78.4069,174
-59.9532,81.9546,174
-59.9532,85.5023,26
-59.9532,86.6848,235
-59.9532,91.4151,108
-59.9532,93.7802,171
-59.9532,97.3279,116
-58.7706,-111.9861,116
-58.7706,-108.4384,116
-58.7706,-97.7953,6
-58.7706,-95.4302,52
-58.7706,-94.2476,122
-58.7706,-91.8825,137
-58.7706,-90.6999,37
-58.7706,-87.1522,174
-58.7706,-84.7871,118
-58.7706,-81.2394,3
-58.7706,-78.8742,187
-58.7706,-76.5091,116
-58.7706,-71.7789,116
-58.7706,-65.866,225
-58.7706,-63.5009,174
-58.7706,-62.3183,57
-58.7706,-61.1358,57
-58.7706,-57.5881,174
-58.7706,-55.223,261
-58.7706,-54.0404,35
-58.7706,-52.8578,226
-58.7706,-51.6753,34
-58.7706,-50.4927,227
-58.7706,-49.3101,58
-58.7706,-48.1276,114
-58.7706,-45.7624,116
-58.7706,-44.5799,116
-58.7706,-41.0322,174
-58.7706,-37.4845,116
-58.7706,-36.3019,168
-58.7706,-35.1193,65
-58.7706,-33.9368,168
-58.7706,-32.7542,66
-58.7706,-30.3891,174
-58.7706,-29.2065,116
-58.7706,-28.024,87
-58.7706,-24.4763,174
-58.7706,-22.1111,116
-58.7706,-18.5634,174
-58.7706,-17.3809,116
-58.7706,-16.1983,15
-58.7706,-15.0157,137
-58.7706,-13.8332,7
-58.7706,-12.6506,167
-58.7706,-11.4681,138
-58.7706,-10.2855,116
-58.7706,-7.9204,116
-58.7706,-6.7378,116
-58.7706,-5.5552,174
-58.7706,-4.3727,116
-58.7706,-0.825,171
-58.7706,1.5402,174
-58.7706,2.7227,64
-58.7706,5.0879,116
-58.7706,8.6355,261
-58.7706,11.0007,174
-58.7706,13.3658,174
-58.7706,14.5484,120
-58.7706,15.7309,86
-58.7706,16.9135,116
-58.7706,18.0961,174
-58.7706,20.4612,109
-58.7706,21.6438,74
-58.7706,22.8263,107
-58.7706,25.1915,219
-58.7706,26.374,42
-58.7706,27.5566,87
-58.7706,29.9217,81
-58.7706,32.2868,87
-58.7706,33.4694,17
-58.7706,37.0171,124
-58.7706,39.3822,159
-58.7706,40.5648,1
-58.7706,44.1125,87
-58.7706,47.6602,174
-58.7706,50.0253,136
-58.7706,61.851,87
-58.7706,65.3987,139
-58.7706,67.7638,174
-58.7706,70.1289,108
-58.7706,72.4941,174
-58.7706,76.0417,174
-58.7706,79.5894,161
-58.7706,80.772,13
-58.7706,84.3197,116
-58.7706,89.05,174
-58.7706,93.7802,62
-58.7706,94.9628,28
-58.7706,97.3279,58
-58.7706,99.693,58
-58.7706,102.0582,116
-58.7706,103.2407,58
-58.7706,105.6059,118
-58.7706,111.5187,116
-57.5881,-115.5338,116
-57.5881,-104.8907,116
-57.5881,-102.5255,87
-57.5881,-100.1604,58
-57.5881,-97.7953,69
-57.5881,-96.6127,99
-57.5881,-93.065,86
-57.5881,-89.5173,116
-57.5881,-88.3348,58
-57.5881,-82.4219,174
-57.5881,-77.6917,116
-57.5881,-75.3266,143
-57.5881,-72.9614,174
-57.5881,-69.4137,77
-57.5881,-68.2312,172
-57.5881,-64.6835,116
-57.5881,-62.3183,131
-57.5881,-61.1358,116
-57.5881,-58.7706,87
-57.5881,-56.4055,27
-57.5881,-54.0404,58
-57.5881,-52.8578,116
-57.5881,-49.3101,1
-57.5881,-48.1276,2
-57.5881,-46.945,116
-57.5881,-45.7624,58
-57.5881,-44.5799,116
-57.5881,-43.3973,116
-57.5881,-42.2147,58
-57.5881,-39.8496,87
-57.5881,-38.667,1
-57.5881,-36.3019,174
-57.5881,-32.7542,27
-57.5881,-31.5717,116
-57.5881,-30.3891,87
-57.5881,-28.024,174
-57.5881,-25.6588,174
-57.5881,-23.2937,87
-57.5881,-20.9286,174
-57.5881,-18.5634,174
-57.5881,-16.1983,116
-57.5881,-15.0157,174
-57.5881,-13.8332,174
-57.5881,-11.4681,174
-57.5881,-9.1029,116
-57.5881,-5.5552,116
-57.5881,-4.3727,174
-57.5881,-3.1901,62
-57.5881,-2.0075,112
-57.5881,-0.825,90
-57.5881,0.3576,96
-57.5881,2.7227,110
-57.5881,3.9053,148
-57.5881,5.0879,113
-57.5881,6.2704,174
-57.5881,9.8181,81
-57.5881,12.1832,174
-57.5881,14.5484,54
-57.5881,16.9135,116
-57.5881,19.2786,116
-57.5881,20.4612,78
-57.5881,22.8263,174
-57.5881,24.0089,116
-57.5881,26.374,145
-57.5881,28.7392,174
-57.5881,29.9217,180
-57.5881,32.2868,116
-57.5881,33.4694,157
-57.5881,35.8345,174
-57.5881,37.0171,174
-57.5881,39.3822,15
-57.5881,41.7474,174
-57.5881,42.9299,87
-57.5881,44.1125,174
-57.5881,45.2951,116
-57.5881,47.6602,62
-57.5881,48.8428,37
-57.5881,50.0253,88
-57.5881,51.2079,66
-57.5881,52.3904,108
-57.5881,53.573,63
-57.5881,54.7556,111
-57.5881,55.9381,116
-57.5881,57.1207,58
-57.5881,58.3033,174
-57.5881,60.6684,174
-57.5881,63.0335,174
-57.5881,65.3987,35
-57.5881,68.9464,116
-57.5881,70.1289,117
-57.5881,74.8592,116
-57.5881,78.4069,174
-57.5881,81.9546,116
-57.5881,84.3197,58
-57.5881,86.6848,174
-57.5881,91.4151,174
-57.5881,96.1453,10
-57.5881,98.5105,116
-57.5881,105.6059,56
-57.5881,109.1536,116
-56.4055,-109.6209,87
-56.4055,-107.2558,58
-56.4055,-100.1604,5
-56.4055,-98.9779,111
-56.4055,-95.4302,174
-56.4055,-93.065,1
-56.4055,-90.6999,87
-56.4055,-85.9696,174
-56.4055,-84.7871,60
-56.4055,-83.6045,56
-56.4055,-80.0568,174
-56.4055,-77.6917,58
-56.4055,-75.3266,31
-56.4055,-71.7789,119
-56.4055,-69.4137,99
-56.4055,-67.0486,174
-56.4055,-63.5009,4
-56.4055,-62.3183,126
-56.4055,-61.1358,122
-56.4055,-58.7706,174
-56.4055,-56.4055,234
-56.4055,-54.0404,116
-56.4055,-51.6753,174
-56.4055,-49.3101,115
-56.4055,-48.1276,116
-56.4055,-46.945,116
-56.4055,-43.3973,150
-56.4055,-41.0322,116
-56.4055,-39.8496,174
-56.4055,-38.667,115
-56.4055,-35.1193,230
-56.4055,-33.9368,31
-56.4055,-32.7542,116
-56.4055,-30.3891,116
-56.4055,-29.2065,116
-56.4055,-26.8414,116
-56.4055,-24.4763,261
-56.4055,-23.2937,116
-56.4055,-19.746,174
-56.4055,-17.3809,58
-56.4055,-16.1983,116
-56.4055,-12.6506,21
-56.4055,-11.4681,116
-56.4055,-10.2855,116
-56.4055,-9.1029,116
-56.4055,-7.9204,116
-56.4055,-3.1901,174
-56.4055,-0.825,174
-56.4055,0.3576,78
-56.4055,2.7227,174
-56.4055,6.2704,174
-56.4055,7.453,111
-56.4055,8.6355,63
-56.4055,9.8181,155
-56.4055,11.0007,25
-56.4055,13.3658,116
-56.4055,14.5484,58
-56.4055,15.7309,174
-56.4055,18.0961,59
-56.4055,20.4612,133
-56.4055,21.6438,116
-56.4055,24.0089,37
-56.4055,26.374,116
-56.4055,27.5566,102
-56.4055,28.7392,159
-56.4055,31.1043,116
-56.4055,33.4694,156
-56.4055,34.652,79
-56.4055,35.8345,82
-56.4055,39.3822,116
-56.4055,40.5648,116
-56.4055,41.7474,174
-56.4055,45.2951,87
-56.4055,47.6602,112
-56.4055,48.8428,174
-56.4055,51.2079,174
-56.4055,52.3904,1
-56.4055,53.573,173
-56.4055,54.7556,75
-56.4055,55.9381,99
-56.4055,57.1207,142
-56.4055,58.3033,48
-56.4055,59.4858,174
-56.4055,61.851,117
-56.4055,63.0335,57
-56.4055,64.2161,174
-56.4055,66.5812,123
-56.4055,67.7638,51
-56.4055,70.1289,57
-56.4055,72.4941,174
-56.4055,74.8592,116
-56.4055,76.0417,174
-56.4055,79.5894,75
-56.4055,80.772,111
-56.4055,83.1371,116
-56.4055,84.3197,81
-56.4055,85.5023,6
-56.4055,89.05,174
-56.4055,93.7802,174
-56.4055,96.1453,164
-56.4055,99.693,53
-56.4055,100.8756,121
-56.4055,115.0664,116
-55.223,-113.1686,116
-55.223,-106.0732,116
-55.223,-103.7081,58
-55.223,-100.1604,58
-55.223,-97.7953,125
-55.223,-93.065,174
-55.223,-89.5173,87
-55.223,-88.3348,27
-55.223,-87.1522,60
-55.223,-83.6045,58
-55.223,-82.4219,116
-55.223,-80.0568,174
-55.223,-77.6917,97
-55.223,-76.5091,141
-55.223,-74.144,261
-55.223,-71.7789,55
-55.223,-70.5963,173
-55.223,-69.4137,1
-55.223,-68.2312,174
-55.223,-64.6835,174
-55.223,-61.1358,52
-55.223,-55.223,130
-55.223,-52.8578,174
-55.223,-49.3101,116
-55.223,-45.7624,143
-55.223,-44.5799,1
-55.223,-43.3973,111
-55.223,-41.0322,116
-55.223,-39.8496,33
-55.223,-38.667,83
-55.223,-37.4845,116
-55.223,-36.3019,116
-55.223,-32.7542,116
-55.223,-31.5717,116
-55.223,-30.3891,14
-55.223,-29.2065,102
-55.223,-28.024,1
-55.223,-26.8414,145
-55.223,-23.2937,174
-55.223,-22.1111,116
-55.223,-19.746,174
-55.223,-18.5634,174
-55.223,-15.0157,116
-55.223,-12.6506,240
-55.223,-10.2855,87
-55.223,-7.9204,5
-55.223,-6.7378,174
-55.223,-5.5552,87
-55.223,-4.3727,174
-55.223,-2.0075,3
-55.223,-0.825,26
-55.223,0.3576,174
-55.223,3.9053,174
-55.223,5.0879,87
-55.223,7.453,116
-55.223,8.6355,174
-55.223,11.0007,174
-55.223,12.1832,174
-55.223,13.3658,116
-55.223,14.5484,116
-55.223,15.7309,58
-55.223,16.9135,116
-55.223,18.0961,115
-55.223,20.4612,128
-55.223,21.6438,26
-55.223,24.0089,224
-55.223,25.1915,37
-55.223,26.374,224
-55.223,29.9217,174
-55.223,33.4694,26
-55.223,35.8345,179
-55.223,38.1997,87
-55.223,39.3822,116
-55.223,41.7474,116
-55.223,44.1125,116
-55.223,45.2951,160
-55.223,46.4776,14
-55.223,47.6602,77
-55.223,50.0253,58
-55.223,51.2079,52
-55.223,53.573,27
-55.223,58.3033,71
-55.223,64.2161,56
-55.223,65.3987,52
-55.223,66.5812,121
-55.223,68.9464,261
-55.223,71.3115,117
-55.223,76.0417,116
-55.223,77.2243,56
-55.223,78.4069,118
-55.223,80.772,75
-55.223,85.5023,174
-55.223,87.8674,116
-55.223,90.2325,26
-55.223,91.4151,235
-55.223,98.5105,40
-55.223,103.2407,85
-55.223,104.4233,89
-55.223,106.7884,116
-55.223,111.5187,116
-54.0404,-117.8989,116
-54.0404,-108.4384,87
-54.0404,-103.7081,3
-54.0404,-102.5255,113
-54.0404,-100.1604,116
-54.0404,-97.7953,49
-54.0404,-95.4302,118
-54.0404,-88.3348,174
-54.0404,-85.9696,116
-54.0404,-84.7871,174
-54.0404,-82.4219,58
-54.0404,-77.6917,23
-54.0404,-72.9614,18
-54.0404,-71.7789,98
-54.0404,-65.866,174
-54.0404,-62.3183,174
-54.0404,-59.9532,261
-54.0404,-57.5881,174
-54.0404,-55.223,131
-54.0404,-51.6753,174
-54.0404,-49.3101,116
-54.0404,-48.1276,174
-54.0404,-44.5799,117
-54.0404,-43.3973,119
-54.0404,-42.2147,29
-54.0404,-41.0322,174
-54.0404,-39.8496,50
-54.0404,-38.667,8
-54.0404,-37.4845,230
-54.0404,-36.3019,31
-54.0404,-35.1193,261
-54.0404,-30.3891,208
-54.0404,-28.024,115
-54.0404,-26.8414,116
-54.0404,-25.6588,174
-54.0404,-22.1111,174
-54.0404,-19.746,29
-54.0404,-17.3809,174
-54.0404,-16.1983,174
-54.0404,-13.8332,174
-54.0404,-11.4681,249
-54.0404,-10.2855,12
-54.0404,-9.1029,87
-54.0404,-7.9204,111
-54.0404,-6.7378,116
-54.0404,-3.1901,261
-54.0404,-0.825,232
-54.0404,2.7227,174
-54.0404,6.2704,116
-54.0404,7.453,174
-54.0404,9.8181,27
-54.0404,12.1832,174
-54.0404,14.5484,261
-54.0404,18.0961,116
-54.0404,19.2786,116
-54.0404,20.4612,174
-54.0404,21.6438,148
-54.0404,24.0089,116
-54.0404,28.7392,260
-54.0404,32.2868,261
-54.0404,34.652,174
-54.0404,37.0171,116
-54.0404,38.1997,27
-54.0404,39.3822,147
-54.0404,42.9299,234
-54.0404,44.1125,27
-54.0404,45.2951,116
-54.0404,47.6602,184
-54.0404,50.0253,116
-54.0404,51.2079,106
-54.0404,52.3904,103
-54.0404,53.573,158
-54.0404,54.7556,76
-54.0404,55.9381,204
-54.0404,57.1207,57
-54.0404,58.3033,107
-54.0404,59.4858,116
-54.0404,60.6684,86
-54.0404,61.851,175
-54.0404,64.2161,118
-54.0404,66.5812,1
-54.0404,70.1289,53
-54.0404,71.3115,4
-54.0404,73.6766,174
-54.0404,77.2243,116
-54.0404,81.9546,174
-54.0404,83.1371,5
-54.0404,84.3197,53
-54.0404,87.8674,58
-54.0404,93.7802,85
-54.0404,94.9628,176
-54.0404,97.3279,142
-54.0404,98.5105,79
-54.0404,102.0582,83
-54.0404,105.6059,87
-54.0404,117.4315,116
-52.8578,-114.3512,87
-52.8578,-110.8035,116
-52.8578,-104.8907,116
-52.8578,-98.9779,116
-52.8578,-95.4302,12
