task,experiment,status,status_reason,formula,n_atoms,encut_ev,n_kpoints,entry,kind,merge_class,ordering_index,is_released_ordering,relax_cell.energy_ev,relax_cell.energy_ev_per_atom,relax_cell.volume_a3,relax_cell.release_ev_per_atom,relax_cell.n_ionic_steps,relax_cell.converged,relax_cell.elapsed_s,relax_cell.close_ions_warning,static.energy_ev,static.energy_ev_per_atom,static.volume_a3,static.release_ev_per_atom,static.n_ionic_steps,static.converged,static.elapsed_s,static.close_ions_warning
E2-534b96980f-o00,E2,complete,,Dy9Ho3InCo4Ir,18,520.0,125,534b96980f,gnome,G9,0,True,-100.13566325,-5.5630924027777775,436.6978369895521,0.0004658388888887859,17,True,2843.322,False,-100.13744236,-5.563191242222222,436.6978369895521,0.0,1,False,285.902,False
E2-534b96980f-o01,E2,complete,,Dy9Ho3InCo4Ir,18,520.0,125,534b96980f,gnome,G9,1,False,-99.70630842,-5.539239356666666,439.74032038396126,0.013396274999999649,18,True,3601.865,False,-99.70868119,-5.539371177222222,439.74032038396126,0.0,1,False,378.196,False
E2-534b96980f-o02,E2,complete,,Dy9Ho3InCo4Ir,18,520.0,125,534b96980f,gnome,G9,2,False,-99.70678583,-5.539265879444445,440.0777678511879,0.013397081111111535,24,True,4188.962,False,-99.70922802,-5.539401556666666,440.0777678511879,0.0,1,False,425.404,False
E2-534b96980f-o03,E2,complete,,Dy9Ho3InCo4Ir,18,520.0,125,534b96980f,gnome,G9,3,False,-99.81853873,-5.545474373888889,437.4762029445268,0.013547283333333363,28,True,5264.533,False,-99.81592361,-5.5453290894444445,437.4762029445268,0.0,1,False,287.78,False
E2-534b96980f-o04,E2,complete,,Dy9Ho3InCo4Ir,18,520.0,125,534b96980f,gnome,G9,4,False,-99.81160593,-5.545089218333334,436.6051966920544,0.01353640944444439,27,True,5225.57,False,-99.80876499,-5.5449313883333335,436.6051966920544,0.0,1,False,288.685,False
E2-564c88516a-o00,E2,complete,,Ho2Er2Ru7W,12,520.0,196,564c88516a,gnome,RE,0,True,-99.49337796,-8.29111483,215.34112504282714,0.0005526341666666212,11,True,958.856,False,-99.49637266,-8.291364388333333,215.34112504282714,0.0,1,False,106.991,False
E2-564c88516a-o01,E2,complete,,Ho2Er2Ru7W,12,520.0,196,564c88516a,gnome,RE,1,False,-99.4933727,-8.291114391666666,215.29111780370815,0.000834076666665832,9,True,852.245,False,-99.49639359,-8.2913661325,215.29111780370815,0.0,1,False,106.546,False
E2-564c88516a-o02,E2,complete,,Ho2Er2Ru7W,12,520.0,196,564c88516a,gnome,RE,2,False,-99.49260995,-8.291050829166666,215.3557872051848,0.0006216216666672381,9,True,811.454,False,-99.49565142,-8.291304285,215.3557872051848,0.0,1,False,115.375,False
E2-564c88516a-o03,E2,complete,,Ho2Er2Ru7W,12,520.0,196,564c88516a,gnome,RE,3,False,-99.48904481,-8.290753734166666,215.4187093984154,0.0006110816666667537,8,True,759.489,False,-99.49214106,-8.291011755,215.4187093984154,0.0,1,False,105.684,False
E2-564c88516a-o04,E2,complete,,Ho2Er2Ru7W,12,520.0,196,564c88516a,gnome,RE,4,False,-99.49621798,-8.291351498333333,215.33840840886623,0.0006528133333330762,12,True,997.707,False,-99.49921126,-8.291600938333334,215.33840840886623,0.0,1,False,106.92,False
E2-564c88516a-o05,E2,complete,,Ho2Er2Ru7W,12,520.0,196,564c88516a,gnome,RE,5,False,-99.49266544,-8.291055453333334,215.3632367986626,0.0006319549999993512,12,True,983.607,False,-99.4956679,-8.291305658333334,215.3632367986626,0.0,1,False,106.526,False
E2-5aa0e511e1-o00,E2,complete,,Hf3Zr(CuSi)4,12,520.0,160,5aa0e511e1,gnome,G4,0,True,-82.50252885,-6.875210737500001,183.61366720377885,0.00014724333333404616,6,True,225.364,False,-82.50096534,-6.875080444999999,183.61366720377885,0.0,1,False,60.805,False
E2-5aa0e511e1-o01,E2,complete,,Hf3Zr(CuSi)4,12,520.0,160,5aa0e511e1,gnome,G4,1,False,-82.5026052,-6.8752171,183.65408970575524,0.0007808241666668417,8,True,308.634,False,-82.50091227,-6.8750760225,183.65408970575524,0.0,1,False,61.077,False
E2-5aa0e511e1-o02,E2,complete,,Hf3Zr(CuSi)4,12,520.0,160,5aa0e511e1,gnome,G4,2,False,-82.50261816,-6.87521818,183.6088595002339,0.0009559399999995813,17,True,451.565,False,-82.50104244,-6.8750868700000005,183.6088595002339,0.0,1,False,60.825,False
E2-5aa0e511e1-o03,E2,complete,,Hf3Zr(CuSi)4,12,520.0,160,5aa0e511e1,gnome,G4,3,False,-82.50245839,-6.875204865833333,183.71659296077664,0.0011818549999998613,12,True,360.093,False,-82.50129148,-6.875107623333334,183.71659296077664,0.0,1,False,61.46,False
E2-6e68f02c05-o00,E2,complete,,Pr3Nd(GaIr)4,12,520.0,140,6e68f02c05,gnome,RE,0,True,-74.95658775,-6.2463823125,248.7973307423934,0.00048010499999998996,10,True,421.923,False,-74.96460586,-6.2470504883333335,248.7973307423934,0.0,1,False,59.85,False
E2-6e68f02c05-o01,E2,complete,,Pr3Nd(GaIr)4,12,520.0,140,6e68f02c05,gnome,RE,1,False,-74.95661945,-6.246384954166667,248.83752316962415,0.0008687500000010099,15,True,474.381,False,-74.96459839,-6.2470498658333335,248.83752316962415,0.0,1,False,60.143,False
E2-6e68f02c05-o02,E2,complete,,Pr3Nd(GaIr)4,12,520.0,140,6e68f02c05,gnome,RE,2,False,-74.95654058,-6.246378381666666,248.85108652075183,0.0007393800000000302,9,True,394.764,False,-74.96457771,-6.2470481425,248.85108652075183,0.0,1,False,59.557,False
E2-6e68f02c05-o03,E2,complete,,Pr3Nd(GaIr)4,12,520.0,140,6e68f02c05,gnome,RE,3,False,-74.95660906,-6.2463840883333335,248.76982900097133,0.0006965333333338227,10,True,437.34,False,-74.96459545,-6.247049620833334,248.76982900097133,0.0,1,False,59.635,False
E2-71535fbd12-o00,E2,complete,,SmY(GaPt)4,10,520.0,147,71535fbd12,gnome,RE,0,True,-56.52275153,-5.652275153,188.81319385562531,0.0006102949999998941,18,True,469.415,False,-56.53942358,-5.653942358,188.81319385562531,0.0,1,False,31.044,False
E2-71535fbd12-o01,E2,complete,,SmY(GaPt)4,10,520.0,147,71535fbd12,gnome,RE,1,False,-56.52295702,-5.652295702,188.73458468183085,0.0014326150000002259,19,True,499.683,False,-56.53990612,-5.653990611999999,188.73458468183085,0.0,1,False,31.222,False
E2-796ac4663f-o00,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,0,True,-96.79071525,-6.049419703125,440.0508941243285,0.00012865062500022617,5,True,391.47,False,-96.79121502,-6.04945093875,440.0508941243285,0.0,1,False,145.973,False
E2-796ac4663f-o01,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,1,False,-96.7902359,-6.04938974375,440.01012853774716,0.00048231812499999194,7,True,560.764,False,-96.79092373,-6.049432733125,440.01012853774716,0.0,1,False,192.815,False
E2-796ac4663f-o02,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,2,False,-96.78347224,-6.048967015,440.3500190595508,0.0005226124999992976,7,True,554.467,False,-96.7841092,-6.049006825,440.3500190595508,0.0,1,False,146.569,False
E2-796ac4663f-o03,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,3,False,-96.78357243,-6.048973276875,439.82653580978547,0.0007835262500002216,9,True,672.04,False,-96.78427409,-6.049017130625,439.82653580978547,0.0,1,False,189.639,False
E2-796ac4663f-o04,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,4,False,-96.74210658,-6.04638166125,440.62773899218183,0.0004896900000002091,6,True,496.752,False,-96.74252115,-6.046407571875,440.62773899218183,0.0,1,False,167.972,False
E2-796ac4663f-o05,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,5,False,-96.7309315,-6.04568321875,440.59979150480586,0.0005076481249997045,6,True,498.322,False,-96.73152614,-6.04572038375,440.59979150480586,0.0,1,False,160.026,False
E2-796ac4663f-o06,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,6,False,-96.72355368,-6.045222105,440.7153586895019,0.0005384924999995988,6,True,483.346,False,-96.72366872,-6.045229295,440.7153586895019,0.0,1,False,155.409,False
E2-796ac4663f-o07,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,7,False,-96.70624503,-6.044140314375,440.7312818573562,0.000497826875000662,6,True,502.716,False,-96.70640861,-6.044150538125,440.7312818573562,0.0,1,False,185.217,False
E2-796ac4663f-o08,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,8,False,-96.69973863,-6.043733664375,440.6824352492943,0.000533291250000012,6,True,491.674,False,-96.69971427,-6.043732141875,440.6824352492943,0.0,1,False,180.35,False
E2-796ac4663f-o09,E2,complete,,Y9Tm(AlSb)3,16,520.0,80,796ac4663f,gnome,RE,9,False,-96.72417665,-6.045261040625,440.24396005766044,0.000496321249999987,7,True,562.469,False,-96.7244271,-6.04527669375,440.24396005766044,0.0,1,False,175.75,False
